sample_name,include,habitat_depth_level1,habitat_act_collection,observed_otus,shannon,chao1,ph_cells_per_g_log,PD_whole_tree,goods_coverage,ph_cells_per_g,ph_cells_per_g_log,ph_cells_per_mg,ph_extrapolated_cells_per_60ul_total,ph_extrapolated_cells_per_extra_ln,ph_extrapolated_cells_per_pcr_total,ph_log_reads,ph_r1150,ph_reads_per_mg,ph_total_reads,altitude,anonymized_name,bile_sample,biomass_even,biomass_quartile,climate,collection_substrate,collection_timestamp,collection_year,common_name,condition_factor,conservation_status,control,control_2,control_cell_into_extraction,control_org,depth_high_range_m,depth_low_range_m,depth_m,description,diet,diet_reference,dist_to_dorsal_cm,distance_from_shore_m,distance_from_shore_m_log,dna_extracted,dnaplate_column,dnaplate_row,dnaplate_well_id,elevation,empo_1,empo_2,empo_3,env,env0,env_biome,env_feature,env_material,env_package,evo_distanceto_mackerel_median_mya,evo_timetree_species_name,extraction_cleanup,extraction_date,extraction_lot,extraction_mass_g,extraction_notes,extraction_notes_gill,extraction_plate_name,fish_collection_method,fl_cm,fmp_number,gamma_include,gape_cm,general_location,geo_loc_name,gi_cm,hab_notes,hab_sum,habitat_act_collection,habitat_be,habitat_cp,habitat_depth_level1,habitat_depth_level2,habitat_drf,habitat_dslp,habitat_is,habitat_kbrf,habitat_mdrf,habitat_ms,habitat_os,habitat_p,habitat_ref,habitat_rit,habitat_rst,habitat_sslp,habitat_sz,host_age,host_age_units,host_body_habitat,host_body_mass_index,host_body_product,host_body_site,host_common_name,host_common_name_,host_height,host_height_units,host_life_stage,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,include_st,latitude,longitude,mass_g,mass_g_log,max_age,max_kg_grams,max_tl_cm,method_gear,month,name,notes,notes_on_dissection,num_order,number_db,ocean_basin,p_class,p_fam_common,p_family,p_genus,p_genus_species,p_order,pcr_order,physical_specimen_location,physical_specimen_remaining,prey_annelids,prey_arthropods,prey_echinoderms,prey_invertebrate,prey_large_fish,prey_mollusks,prey_phytoplankton_algae,prey_shark_marine_mammal,prey_small_fish,prey_zooplankton,primer_plate,qiita_study_id,radii,ratio_dorsal_to_tl,ratio_gape_to_tl,ratio_gi_to_tl,reproductive_process,salinity_tolerance,salinity_tolerance_migration,sample_type,sample_type_2,sample_type_descriptive,sample_types,scientific_name,sd_or_la,season,sex,sjbg_gill,sjbg_gill_direction,sjbg_gill_number,sjbg_gill_orientation,sjbg_gill_sample,sjbg_gill_tissue,sjbg_gill_type,sourcesink,substrata_collection,substrata_group,swim_acceleration,swim_endurance,swim_mode,swim_performance,taxon_id,title,title_fmp_core,tl_cm,trophic,trophic_likely,type_habitat_nonbay_bol,total_reads,log_total_reads,estimated_biomass_per_pcrrxn,estimated_biomass_per_dnarxn,estimated_cells_per_g,log_estimated_cells_per_g
13414.71.midgut,1,mid,OS,315,6.434043126,341.5178571,5.388840197,20.97759591,0.993100853,20674,4.315424512,21,5979,2.697435801,498,3.905472062,1,333776,8044,Not applicable,71.midgut,FALSE,2,2,temperate,soft bottom,3/9/19,2019,pacific sanddab,0.697,NE,0,0,,0,549,0,150,71.midgut,"bony fish, crustacean",https://biogeodb.stri.si.edu/sftep/en/thefishes/species/4431,0.9,9620,3.983175072,TRUE,9,g,g9,0,Host-associated,Animal,Animal proximal gut,71midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Citharichthys sordidus,clearmag beads KF,9/10/20,PS16L1,0.0241,low,,FMP101_P2_mg_1.88,otter trawl,12.4,71,1,1.1,Trawl1,USA:CA:San Diego,11.5,"sandy bottom, muddy bottom",2,OS,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.69704357,UBERON:feces,UBERON:digestive tract,pacific sanddab,pacific sanddab,12.4,cm,Missing: not collected,Citharichthys sordidus,FMP_71,319774,13.29,grams,1,32.63861111,-117.3416667,13.29,1.123524981,9,,41,benthic trawl,3,71.midgut,,,455,316,Eastern Pacific,Actinopterygii,large tooth flounders,Paralichthyidae,Citharichthys,Citharichthys sordidus,Pleuronectiformes,551,SIO,Missing: not collected,,1,,1,,,,,1,,6,13414,,0.072580645,0.088709677,0.927419355,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Citharichthys sordidus,275,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,319774,FMP101,1,12.4,3,3,TRUE,8249,3.916401304,491.672585,5900.07102,244816.2249,5.388840197
13414.72.midgut,1,mid,OS,1176,6.790938002,1221.147826,6.43710523,88.48046643,0.991483834,231008,5.36362702,231,179632,4.175202216,14969,4.32805325,1,328457,21284,Not applicable,72.midgut,TRUE,2,3,subtropical,soft bottom,3/9/19,2019,plainfin midshipman,0.7986,LC,0,0,,0,366,0,150,72.midgut,"crustaceans, fish",fishbase.org,5.3,9620,3.983175072,TRUE,9,h,h9,0,Host-associated,Animal,Animal proximal gut,72midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Porichthys notatus,clearmag beads KF,9/10/20,PS16L1,0.0648,low,,FMP101_P2_mg_1.88,otter trawl,17.9,72,1,2.5,Trawl1,USA:CA:San Diego,15,,2,OS,0,0,mid,mesopelagic,0,0,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.798557853,UBERON:feces,UBERON:digestive tract,plainfin midshipman,plainfin midshipmen,17.9,cm,Missing: not collected,Porichthys notatus,FMP_72,45384,45.8,grams,1,32.63861111,-117.3416667,45.8,1.660865478,,,38,benthic trawl,3,72.midgut,,,456,355,Eastern Pacific,Actinopterygii,toadfishes,Batrachoididae,Porichthys,Porichthys notatus,Batrachoidiformes,552,SIO,Missing: not collected,,1,,,,,,,1,,6,13414,,0.296089385,0.139664804,0.837988827,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Porichthys notatus,314,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,45384,FMP101,1,17.9,3,3,TRUE,21806,4.338576008,14774.03046,177288.3655,2735931.566,6.43710523
13414.73.midgut,1,mid,OS,734,6.511614224,772.5688623,7.431678979,53.47052957,0.995584305,2224889,6.347308349,2225,376451,4.496527505,31371,4.419939235,1,1865177,26299,Not applicable,73.midgut,TRUE,3,4,temperate,soft bottom,3/9/19,2019,english sole,0.9013,NE,0,0,,0,550,0,150,73.midgut,"crustaceans, worms, brittle stars, mollusks",fishbase.org,1,9620,3.983175072,TRUE,10,a,a10,0,Host-associated,Animal,Animal proximal gut,73midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Parophrys vetulus,clearmag beads KF,9/10/20,PS16L1,0.0141,,,FMP101_P2_mg_1.88,otter trawl,27,73,0,2.5,Trawl1,USA:CA:San Diego,38,,1,OS,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,1,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.901285373,UBERON:feces,UBERON:digestive tract,English sole,english sole,27,cm,Missing: not collected,Parophrys vetulus,FMP_73,172659,177.4,grams,1,32.63861111,-117.3416667,177.4,2.248953615,22,1.5,49,benthic trawl,3,73.midgut,,,457,320,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Parophrys,Parophrys vetulus,Pleuronectiformes,553,SIO,Missing: not collected,1,1,1,,,1,,,,,6,13414,,0.037037037,0.092592593,1.407407407,oviparous,marine,oceanodromous,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Parophrys vetulus,279,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,172659,FMP101,1,27,2,2,TRUE,27132,4.433481808,31748.03461,380976.4154,27019603.93,7.431678979
13414.61.midgut,1,mid,SSLP,214,4.153646203,227.6829268,5.709494383,21.50207976,0.996515679,514921,5.711740604,515,12410,3.014576043,1034,3.996161293,1,411286,9912,Not applicable,61.midgut,FALSE,2,3,deep water,soft bottom,3/10/18,2018,mexican lampfish,0.5618,LC,0,0,,0,800,25,300,61.midgut,"euphausiids, copepods",https://link.springer.com/content/pdf/10.1007/BF00394666.pdf,2.1,9790,3.990782692,TRUE,8,e,e8,0,Host-associated,Animal,Animal proximal gut,61midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,146,Diaphus rafinesquii,clearmag beads KF,9/10/20,PS16L1,0.0241,low,,FMP101_P2_mg_1.88,trawl,4.7,61,1,1.3,,USA:CA:San Diego,2.9,,3,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,0,1,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.561845699,UBERON:feces,UBERON:digestive tract,Mexican  lampfish,Mexican lampfish,5.2,cm,Missing: not collected,Triphoturus mexicanus,FMP_61,242287,0.79,grams,1,32.674701,-117.355389,0.79,-0.102372909,,,7,benthic trawl,3,61.midgut,,,445,na,Eastern Pacific,Actinopterygii,lanternfishes,Myctophidae,Triphoturus,Triphoturus mexicanus,Myctophiformes,541,SIO,Missing: not collected,,1,,1,,1,,,,,6,13414,,0.403846154,0.25,0.557692308,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Triphoturus mexicanus,na,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,2,2,Carangiform,crusier sprinter,242287,FMP101,1,5.2,2,2,TRUE,10186,4.008003672,1028.798162,12345.57795,512264.6451,5.709494383
13414.62.midgut,1,mid,SSLP,1256,8.748046549,1289.164634,5.43678523,90.7255636,0.986586913,275798,5.440591112,276,18699,3.192639015,1558,4.047080073,1,164381,11145,Not applicable,62.midgut,TRUE no HG,2,3,deep water,soft bottom,3/10/18,2018,slender sole,0.5624,LC,0,0,,0,800,25,300,62.midgut,"pelagic crustacean, small fish",https://agris.fao.org/agris-search/search.do?recordID=AV20120165264,1.7,9790,3.990782692,TRUE,8,f,f8,0,Host-associated,Animal,Animal proximal gut,62midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Eopsetta exilis,clearmag beads KF,9/10/20,PS16L1,0.0678,low,,FMP101_P2_mg_1.88,trawl,18,62,1,1.6,,USA:CA:San Diego,14.5,"sandy bottom, muddy bottom",2,SSLP,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.562414266,UBERON:feces,UBERON:digestive tract,slender sole,slender sole,18,cm,Missing: not collected,Eopsetta exilis,FMP_62,195626,32.8,grams,1,32.674701,-117.355389,32.8,1.515873844,,,35,benthic trawl,3,62.midgut,,,446,216,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Lyopsetta,Lyopsetta exilis,Pleuronectiformes,542,SIO,Missing: not collected,1,1,,1,,,,,1,,6,13414,,0.094444444,0.088888889,0.805555556,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Lyopsetta exilis,176,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,195626,FMP101,1,18,3,3,TRUE,11440,4.058426024,1544.662767,18535.9532,273391.6401,5.43678523
13414.63.midgut,1,mid,SSLP,2005,8.552336516,2044.27809,6.932588954,141.2785194,0.988970075,8464806,6.927617009,8465,198923,4.219503636,16577,4.340721657,1,932511,21914,Not applicable,63.midgut,TRUE,3,4,deep water,soft bottom,3/10/18,2018,splitnose rockfish,1.4474,NE,0,0,,0,800,0,300,63.midgut,"copepods, amphipods, ",ftp://ftp.streamnet.org/pub/marinehabitat/supporting_docs/GroundfishLifeHistoriesDec2003_wBookmarks.pdf,5,9790,3.990782692,TRUE,8,g,g8,0,Host-associated,Animal,Animal proximal gut,63midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Sebastes diploproa,clearmag beads KF,9/10/20,PS16L1,0.0235,low,,FMP101_P2_mg_1.88,trawl,15.5,63,1,3,,USA:CA:San Diego,18.5,"mud, rock cobble fields",1,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,1.447417005,UBERON:feces,UBERON:digestive tract,splitnose rockfish,splitnose rockfish,15.5,cm,Missing: not collected,Sebastes diploproa,FMP_63,72069,53.9,grams,1,32.674701,-117.355389,53.9,1.731588765,86,,0.81,benthic trawl,3,63.midgut,,,447,200,Eastern Pacific,Actinopterygii,rockfish,Sebastidae,Sebastes,Sebastes diploproa,Perciformes,543,SIO,Missing: not collected,,1,,1,,,,,,1,6,13414,,0.322580645,0.193548387,1.193548387,viviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Sebastes diploproa,160,winter,Unknown,,,,,,,,sink,sandy bottom,rock associated,1,3,Labriform,generalist,72069,FMP101,1,15.5,2,2,TRUE,22609,4.354281354,16767.78013,201213.3615,8562270.704,6.932588954
13414.66.midgut,1,mid,SSLP,1581,8.791247501,1626.226891,5.949020048,104.1161643,0.986517145,892761,5.95073521,893,61868,3.712287013,5156,4.195678299,1,226436,15692,Not applicable,66.midgut,FALSE,2,3,deep water,soft bottom,3/10/18,2018,rex sole,0.6888,NE,0,0,,0,900,0,300,66.midgut,"annelida, crustacea, mollusks, fish",https://agris.fao.org/agris-search/search.do?recordID=AV20120165264,1.5,9790,3.990782692,TRUE,9,b,b9,0,Host-associated,Animal,Animal proximal gut,66midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Glyptocephalus zachirus,clearmag beads KF,9/10/20,PS16L1,0.0693,,,FMP101_P2_mg_1.88,trawl,24.7,66,1,1.3,,USA:CA:San Diego,15,"sandy bottom, muddy bottom",1,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.688821182,UBERON:feces,UBERON:digestive tract,rex sole,rex sole,24.7,cm,Missing: not collected,Glyptocephalus zachirus,FMP_66,195612,103.8,grams,1,32.674701,-117.355389,103.8,2.016197354,27,2,60,benthic trawl,3,66.midgut,,,450,204,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Pleuronectiformes,546,SIO,Missing: not collected,1,1,,1,,1,,,1,,6,13414,,0.060728745,0.052631579,0.607287449,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Glyptocephalus zachirus,164,winter,F,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,195612,FMP101,1,24.7,3,3,TRUE,16124,4.207472789,5135.373507,61624.48209,889242.1657,5.949020048
13414.74.midgut,1,mid,SSLP,1614,8.797277913,1676.44,7.116123111,104.7060442,0.987906274,1084492,6.035226353,1084,270689,4.353289543,22557,4.378978994,1,1150577,23932,Not applicable,74.midgut,TRUE,3,4,deep water,soft bottom,3/9/19,2019,north pacific hake,0.6113,LC,0,0,,0,1000,0,328.5,74.midgut,invertebrates,fishbase.org,8.8,12130,4.083860801,TRUE,10,b,b10,0,Host-associated,Animal,Animal proximal gut,74midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,144,Merluccius productus,clearmag beads KF,9/10/20,PS16L1,0.0208,,,FMP101_P2_mg_1.88,otter trawl,29,74,1,4.5,Trawl2,USA:CA:San Diego,22.2,,1,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.611316472,UBERON:feces,UBERON:digestive tract,North pacific hake,hake,29.2,cm,Missing: not collected,Merluccius productus,FMP_74,89952,152.2,grams,1,32.68916667,-117.3844444,152.2,2.182414652,16,1.2,91,benthic trawl,3,74.midgut,,,458,289,Eastern Pacific,Actinopterygii,merluccid hakes,Merlucciidae,Merluccius,Merluccius productus,Gadiformes,554,SIO,Missing: not collected,,,,1,,,,,,,6,13414,,0.301369863,0.154109589,0.760273973,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Merluccius productus,248,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,1,3,Labriform,generalist,89952,FMP101,1,29.2,2,2,TRUE,24636,4.391570195,22646.71422,271760.5706,13065412.05,7.116123111
13414.75.midgut,1,mid,SSLP,1808,9.156131848,1857.423892,6.721973139,118.0184323,0.986669016,440802,5.644243556,441,174029,4.161439816,14502,4.324117763,1,641094,21092,Not applicable,75.midgut,FALSE,2,3,deep water,soft bottom,3/9/19,2019,bigfin eelpout,0.3907,NE,0,0,,0,620,73,328.5,75.midgut,"copepods, euphasids",https://www.calacademy.org/sites/default/files/assets/docs/zoarcidae.pdf; MS Love,5.4,12130,4.083860801,TRUE,10,c,c10,0,Host-associated,Animal,Animal proximal gut,75midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Lycodes terraenovae,clearmag beads KF,9/10/20,PS16L1,0.0329,,,FMP101_P2_mg_1.88,otter trawl,22,75,1,2.7,Trawl2,USA:CA:San Diego,13,muddy bottoms,4,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.390683696,UBERON:feces,UBERON:digestive tract,bigfin eelpout,bigfin eelpout,22,cm,Missing: not collected,Lycodes cortezianus,FMP_75,57818,41.6,grams,1,32.68916667,-117.3844444,41.6,1.619093331,,,50,benthic trawl,3,75.midgut,,,459,127,Eastern Pacific,Actinopterygii,eelpouts,Zoarcidae,Lycodes,Lycodes cortezianus,Perciformes,555,SIO,Missing: not collected,,,,,,,,,,,6,13414,,0.245454545,0.122727273,0.590909091,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Lycodes cortezianus,87,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,57818,FMP101,1,22,2,2,TRUE,21670,4.335858911,14453.99137,173447.8964,5271972.536,6.721973139
13414.76.midgut,1,mid,SSLP,1809,9.323186352,1891.070922,7.136757333,113.8458131,0.985267035,1145255,6.058902197,1145,178660,4.172845661,14888,4.327379371,1,1634692,21251,Not applicable,76.midgut,FALSE,3,4,deep water,soft bottom,3/9/19,2019,bearded eelpout,0.2196,NE,0,0,,0,373,82,328.5,76.midgut,,fishbase.org,2.5,12130,4.083860801,TRUE,10,d,d10,0,Host-associated,Animal,Animal proximal gut,76midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Lycodes,clearmag beads KF,9/10/20,PS16L1,0.013,low,,FMP101_P2_mg_1.88,otter trawl,10.7,76,1,0.7,Trawl2,USA:CA:San Diego,5,"mud, sandy bottom",2,SSLP,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,0,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.219584129,UBERON:feces,UBERON:digestive tract,bearded eelpout,bearded eelpout,10.7,cm,Missing: not collected,Lyconema barbatum,FMP_76,320593,2.69,grams,1,32.68916667,-117.3844444,2.69,0.42975228,,,17,benthic trawl,3,76.midgut,,,460,173,Eastern Pacific,Actinopterygii,eelpouts,Zoarcidae,Lyconema,Lyconema barbatum,Perciformes,556,SIO,Missing: not collected,,,,,,,,,,,6,13414,,0.23364486,0.065420561,0.46728972,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Lyconema barbatum,133,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,320593,FMP101,1,10.7,Unknown,2,TRUE,21835,4.339153196,14842.92315,178115.0778,13701159.83,7.136757333
13414.77.midgut,1,mid,SSLP,304,5.155701503,315.9152542,5.820861155,28.25698109,0.995092341,54331,4.735047699,54,6259,2.717318158,522,3.911157609,1,848958,8150,Not applicable,77.midgut,FALSE,2,2,deep water,soft bottom,3/9/19,2019,ca smoothtongue,0.577,NE,0,0,,0,850,25,328.5,77.midgut,"salp, tunicates, krill, copepods",http://calcofi.org/publications/calcofireports/v31/Vol_31_Cailliet___Ebeling.pdf,2.8,12130,4.083860801,TRUE,10,e,e10,0,Host-associated,Animal,Animal proximal gut,77midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,199,Argentina sialis,clearmag beads KF,9/10/20,PS16L1,0.0096,low,,FMP101_P2_mg_1.88,otter trawl,5.3,77,1,0.7,Trawl2,USA:CA:San Diego,3,deep sea,3,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.577009767,UBERON:feces,UBERON:digestive tract,CA smoothtongue,CA smoothtongue,5.5,cm,Missing: not collected,Leuroglossus stilbius,FMP_77,301819,0.96,grams,1,32.68916667,-117.3844444,0.96,-0.017728767,,,15,benthic trawl,3,77.midgut,,,461,,Eastern Pacific,Actinopterygii,deep-sea smelts,Bathylagidae,Leuroglossus,Leuroglossus stilbius,Argentiniformes,557,SIO,Missing: not collected,,1,,1,,,,,,1,6,13414,,0.509090909,0.127272727,0.545454545,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Leuroglossus stilbius,na,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,2,2,Subcarangiform,generalist,301819,FMP101,1,5.5,2,2,TRUE,8426,3.925621455,529.6038605,6355.246326,662004.8257,5.820861155
13414.81.midgut,1,mid,SSLP,129,4.410254293,130.1842105,3.008481777,19.44206054,0.995140914,1065,3.027349608,1,68,0.751743841,6,3.349083169,1,35126,2234,Not applicable,81.midgut,FALSE,1,1,deep water,soft bottom,3/10/18,2018,pacific hagfish,0.1944,DD,0,0,,0,966,16,300,81.midgut,"scavenger, eats fish from inside out",fishbase.org,NA,9790,3.990782692,TRUE,11,a,a11,0,Host-associated,Animal,Animal proximal gut,81midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,599,Eptatretus burgeri,clearmag beads KF,9/10/20,PS16L1,0.0636,,,FMP101_P2_mg_1.88,otter trawl,35.3,81,1,1.1,trawl,USA:CA:San Diego,38,,1,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.194375713,UBERON:feces,UBERON:digestive tract,pacific hagfish,pacific hagfish,35.3,cm,Missing: not collected,Eptatretus stoutii,FMP_81,7765,85.5,grams,1,32.674701,-117.355389,85.5,1.931966115,,,63.5,benthic trawl,3,81.midgut,,,465,244,Eastern Pacific,Myxini,hagfishes,Myxinidae,Eptatretus,Eptatretus stoutii,Myxiniformes,561,SIO,Missing: not collected,,,,1,,,,,1,,6,13414,,nan,0.031161473,1.076487252,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Eptatretus stoutii,203,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,2,2,Anguilliform,burrowing,7765,FMP101,1,35.3,3,3,TRUE,2274,3.35679046,5.404526452,64.85431742,1019.721972,3.008481777
13414.82.midgut,1,mid,SSLP,422,4.456785855,427.8878505,5.583499355,41.70309664,0.996962538,383259,5.583492362,383,25333,3.324513048,2111,4.084790691,1,183903,12156,Not applicable,82.midgut,FALSE,2,3,deep water,soft bottom,3/10/18,2018,black eelpout,0.3291,NE,0,0,,0,844,146,300,82.midgut,"euphausiids, shrimp",MS Love. Everything you wanted to know about the fishes of the west coast. 2011,6.5,9790,3.990782692,TRUE,11,b,b11,0,Host-associated,Animal,Animal proximal gut,82midgut,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Lycodes diapterus,clearmag beads KF,9/10/20,PS16L1,0.0661,,,FMP101_P2_mg_1.88,otter trawl,24.7,82,1,2.1,trawl,USA:CA:San Diego,16.5,muddy bottoms,4,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.329147694,UBERON:feces,UBERON:digestive tract,black eelpout,black eelpout,24.7,cm,Missing: not collected,Lycodes diapterus,FMP_82,215426,49.6,grams,1,32.674701,-117.355389,49.6,1.695481676,,,39,benthic trawl,3,82.midgut,,,466,100,Eastern Pacific,Actinopterygii,eelpouts,Zoarcidae,Lycodes,Lycodes diapterus,Perciformes,562,SIO,Missing: not collected,,1,,,,,,,,,6,13414,,0.263157895,0.085020243,0.668016194,oviparous,marine,marine,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Lycodes diapterus,60,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,215426,FMP101,1,24.7,2,2,TRUE,12508,4.097187873,2111.152318,25333.82782,383265.1712,5.583499355
13414.100.midg,1,shallow,BE,9,1.616445562,9,6.366726792,1.729894275,1,2569241,6.409804844,2569,51899,3.635974918,4325,4.173856139,1,738762,14923,Not applicable,100.midg,FALSE,3,4,subtropical,soft bottom,8/20/20,2020,longjaw mudsucker,0.8914,LC,0,0,,6,5,0,1,100.midg,"crustaceans, worms",https://biogeodb.stri.si.edu/sftep/en/thefishes/species/2088,4.2,30,1.477121255,TRUE,8,d,d8,0,Host-associated,Animal,Animal proximal gut,100midg,midgut,marine biome,animal-associated habitat,intestine environment,host-associated,116,Gillichthys mirabilis,clearmag beads KF,9/14/20,PS16L1,0.0202,low,,plate5_89-103_gill.skin.mg.hg,hook and line,12,100,1,2,,USA:CA:San Diego,13.4,"mud, sandy bottom, ",1,BE,1,0,shallow,intertidal,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:gastrointestinal system,0.891435185,UBERON:feces,UBERON:digestive tract,longjaw mudsucker,longjaw mudsucker,12,cm,Missing: not collected,Gillichthys mirabilis,FMP_100,8222,15.404,grams,1,32.787057,-117.208794,15.404,1.18763351,2,,21,rod and reel,8,100.midg,,,60,334,Eastern Pacific,Actinopterygii,gobies,Gobiidae,Gillichthys,Gillichthys mirabilis,Gobiiformes,124,SIO,Missing: not collected,1,1,,1,,,,,,,1,13414,,0.35,0.166666667,1.116666667,oviparous,brackish,brackish,fish midgut digesta,mg,midgut digesta,"gill, fin, skin, MG, HG",Gillichthys mirabilis_,293,summer,Unknown,,,,,,,,sink,sandy mud bottom,soft bottom,3,1,Cottiform,accelerator,8222,FMP101,1,12,2,2,FALSE,14923,4.173856139,3916.489042,46997.86851,2326627.154,6.366726792
